url,category,comment,hate_towards_whom,label
https://www.youtube.com/watch?v=PA21Bok59rQ,entertainment,"respect to the man, but the chinese have surely invaded the US",Community (Chinese),yes
https://www.youtube.com/watch?v=PA21Bok59rQ,entertainment,"respect to the man, but the chinese have surely invaded the US",Community (Chinese),yes
https://www.youtube.com/watch?v=PA21Bok59rQ,entertainment,I dont still think they have enough money for proper visual effects in movies,Location (China),yes
https://www.youtube.com/watch?v=PA21Bok59rQ,entertainment,i think they don't have enough money for a good visual effect in movies,Location (China),yes
https://www.youtube.com/watch?v=PA21Bok59rQ,entertainment,"How did CCP let this legend go international, aren't they too oppresive and locked up? But anyways thanks for this",Organisation (China Communist Party),yes
https://www.youtube.com/watch?v=PA21Bok59rQ,entertainment,"How did CCP let this legend go international, aren't they too oppresive and locked up? But anyways thanks for this",Organisation (China Communist Party),yes
https://www.youtube.com/watch?v=yj46BWpxFcA,entertainment,meanwhile PE teachers in the states are rude lazy and middle aged americans,Community (US PE Teachers),yes
https://www.youtube.com/watch?v=yj46BWpxFcA,entertainment,meanwhile PE teachers in the states are rude lazy and middle aged americans,Community (US PE Teachers),yes
https://www.youtube.com/watch?v=yj46BWpxFcA,entertainment,And like every PE teacher in England... he’s Australian 😂,"Community (England PE Teachers), Community (Australians)",yes
https://www.youtube.com/watch?v=yj46BWpxFcA,entertainment,and like every pe teacher in england he's an australian,"Community (England PE Teachers), Community (Australians)",yes
https://www.youtube.com/watch?v=yj46BWpxFcA,entertainment,and like every pe teacher in england he's australian,"Community (England PE Teachers), Community (Australians)",yes
https://www.youtube.com/watch?v=yj46BWpxFcA,entertainment,and like every pe teacher in england he's australian -,"Community (England PE Teachers), Community (Australians)",yes
https://www.youtube.com/watch?v=yj46BWpxFcA,entertainment,and like every pe teacher in england he's australian ,"Community (England PE Teachers), Community (Australians)",yes
https://www.youtube.com/watch?v=yj46BWpxFcA,entertainment,this feels scripted,Individual,yes
https://www.youtube.com/watch?v=yj46BWpxFcA,entertainment,this feels scripted,Individual,yes
https://www.youtube.com/watch?v=yj46BWpxFcA,entertainment,look at the other flock of insects constantly buzzing to seek attention and get headlines,Community (Journalists),yes
https://www.youtube.com/watch?v=yj46BWpxFcA,entertainment,look at the other flock of insects constantly buzzing to seek attention and get headlines,Community (Journalists),yes
https://www.youtube.com/watch?v=yj46BWpxFcA,entertainment,That dude has not aged well,Individual,yes
https://www.youtube.com/watch?v=yj46BWpxFcA,entertainment,apparently this guy has not aged well,Individual,yes
https://www.youtube.com/watch?v=i3AxNmiZapA&ab_channel=JimmyKimmelLive,entertainment,Soon you will see this washed up actor & failed politician performing in Tide commercials.,Individual (Arnold Schwarzenegger),yes
https://www.youtube.com/watch?v=i3AxNmiZapA&ab_channel=JimmyKimmelLive,entertainment,Soon you will see this washed up actor & failed politician performing in Tide commercials.,Individual (Arnold Schwarzenegger),yes
https://www.youtube.com/watch?v=i3AxNmiZapA&ab_channel=JimmyKimmelLive,entertainment,"Ah, yes -- believe our research because we are talking heads on a television, rather than the other talking heads on your phone.",Organisation (Jimmy Kimmel live),yes
https://www.youtube.com/watch?v=i3AxNmiZapA&ab_channel=JimmyKimmelLive,entertainment,okay - you can believe our research because we're talking heads on a television rather than the other talking heads on your phone,Organisation (Jimmy Kimmel live),yes
https://www.youtube.com/watch?v=i3AxNmiZapA&ab_channel=JimmyKimmelLive,entertainment,You missed the message. You are the type they're making fun of.,Individual,yes
https://www.youtube.com/watch?v=i3AxNmiZapA&ab_channel=JimmyKimmelLive,entertainment,you were missing the message,Individual,yes
https://www.youtube.com/watch?v=i3AxNmiZapA&ab_channel=JimmyKimmelLive,entertainment,but you missed the message,Individual,yes
https://www.youtube.com/watch?v=i3AxNmiZapA&ab_channel=JimmyKimmelLive,entertainment,"Ask Arnold Schwarzenegger about health issues.He took so much steriods and anabolics ,he is truly an expert when it comes to pharmacy products.",Individual (Arnold Schwarzenegger),yes
https://www.youtube.com/watch?v=i3AxNmiZapA&ab_channel=JimmyKimmelLive,entertainment,"Ask Arnold Schwarzenegger about health issues.He took so much steriods and anabolics ,he is truly an expert when it comes to pharmacy products.",Individual (Arnold Schwarzenegger),yes
https://www.youtube.com/watch?v=i3AxNmiZapA&ab_channel=JimmyKimmelLive,entertainment,Is this behaviour adverse affects from the vaccine?,"Community (Vaccinators), Community(Scientist)",yes
https://www.youtube.com/watch?v=i3AxNmiZapA&ab_channel=JimmyKimmelLive,entertainment,is this behaviour adverse to the vaccine?,"Community (Vaccinators), Community(Scientist)",yes
https://www.youtube.com/watch?v=i3AxNmiZapA&ab_channel=JimmyKimmelLive,entertainment,"Heimlich sued red cross years ago Jimmy, didn't do your research - it's called ""abdominal thrusts"" now. Another failed clip move along",Individual (Jimmy Kimmel),yes
https://www.youtube.com/watch?v=i3AxNmiZapA&ab_channel=JimmyKimmelLive,entertainment,"Heimlich sued red cross years ago Jimmy, didn't do your research - it's called ""abdominal thrusts"" now. Another failed clip move along",Individual (Jimmy Kimmel),yes
https://www.youtube.com/watch?v=i3AxNmiZapA&ab_channel=JimmyKimmelLive,entertainment,Wow a gas chamber joke? Real smooth jimmy. What's next? A joke on the war in Ukraine? How can a person like you be so famous?,Individual (Jimmy Kimmel),yes
https://www.youtube.com/watch?v=i3AxNmiZapA&ab_channel=JimmyKimmelLive,entertainment,a gas chamber joke?,Individual (Jimmy Kimmel),yes
https://www.youtube.com/watch?v=i3AxNmiZapA&ab_channel=JimmyKimmelLive,entertainment,a gas chamber joke? what's next?,Individual (Jimmy Kimmel),yes
https://www.youtube.com/watch?v=i3AxNmiZapA&ab_channel=JimmyKimmelLive,entertainment,what next? a joke about war in ukraine?,Individual (Jimmy Kimmel),yes
https://www.youtube.com/watch?v=i3AxNmiZapA&ab_channel=JimmyKimmelLive,entertainment,what next? a joke about the war in ukraine?,Individual (Jimmy Kimmel),yes
https://www.youtube.com/watch?v=i3AxNmiZapA&ab_channel=JimmyKimmelLive,entertainment,what's next? a joke about the war in ukraine?,Individual (Jimmy Kimmel),yes
https://www.youtube.com/watch?v=i3AxNmiZapA&ab_channel=JimmyKimmelLive,entertainment,how can a person like you be so famous?,Individual (Jimmy Kimmel),yes
https://www.youtube.com/watch?v=i3AxNmiZapA&ab_channel=JimmyKimmelLive,entertainment,what is next? a joke about the war in ukraine?,Individual (Jimmy Kimmel),yes
https://www.youtube.com/watch?v=i3AxNmiZapA&ab_channel=JimmyKimmelLive,entertainment,what's next? a joke on the war in ukraine?,Individual (Jimmy Kimmel),yes
https://www.youtube.com/watch?v=i3AxNmiZapA&ab_channel=JimmyKimmelLive,entertainment,"You gotta get out of there, there is a bom in his belly",Individual (Arnold Schwarzenegger),yes
https://www.youtube.com/watch?v=i3AxNmiZapA&ab_channel=JimmyKimmelLive,entertainment,"You gotta get out of there, there is a bom in his belly",Individual (Arnold Schwarzenegger),yes
https://www.youtube.com/watch?v=i3AxNmiZapA&ab_channel=JimmyKimmelLive,entertainment,Late night TV hosts are probably the leading cause of vaccine hesitancy...talking down to people is a great way to push them further away,Community (Late night TV hosts),yes
https://www.youtube.com/watch?v=i3AxNmiZapA&ab_channel=JimmyKimmelLive,entertainment,Late night TV hosts are probably the leading cause of vaccine hesitancy...talking down to people is a great way to push them further away,Community (Late night TV hosts),yes
https://www.youtube.com/watch?v=RKpIh5gI01w&ab_channel=JimmyKimmelLive,entertainment,"This just shows that generally, for men, the purpose of cohabiting with a female is to procreate! Maybe a lot of men will disagree with me and I maybe wrong but truth is when they look at a female, they only look at her in a sexual way but not look at her as a person. I will accept any attacks on my comment from the male point of view but I hope this will lead to a more healthy discussion.",Community (Men),yes
https://www.youtube.com/watch?v=RKpIh5gI01w&ab_channel=JimmyKimmelLive,entertainment,"This just shows that generally, for men, the purpose of cohabiting with a female is to procreate! Maybe a lot of men will disagree with me and I maybe wrong but truth is when they look at a female, they only look at her in a sexual way but not look at her as a person. I will accept any attacks on my comment from the male point of view but I hope this will lead to a more healthy discussion.",Community (Men),yes
https://www.youtube.com/watch?v=RKpIh5gI01w&ab_channel=JimmyKimmelLive,entertainment,Shows how men treat women pretty clearly.,Community (Men),yes
https://www.youtube.com/watch?v=RKpIh5gI01w&ab_channel=JimmyKimmelLive,entertainment,shows how men treat women fairly clearly,Community (Men),yes
https://www.youtube.com/watch?v=RKpIh5gI01w&ab_channel=JimmyKimmelLive,entertainment,shows how men treat women pretty clearly,Community (Men),yes
https://www.youtube.com/watch?v=RKpIh5gI01w&ab_channel=JimmyKimmelLive,entertainment,Never thought I’d see the day when Canadians would be impolite and acting like this. This comment is similar to the right wing trump magazine people on the streets. And mind you I don't keep them in high regard. Such a shame. Canada has been forever tainted.,"Community (Canadians), Location (Canada)",yes
https://www.youtube.com/watch?v=RKpIh5gI01w&ab_channel=JimmyKimmelLive,entertainment,what a shame canada has been tainted forever,"Community (Canadians), Location (Canada)",yes
https://www.youtube.com/watch?v=RKpIh5gI01w&ab_channel=JimmyKimmelLive,entertainment,what a shame canada has been forever tainted,"Community (Canadians), Location (Canada)",yes
https://www.youtube.com/watch?v=RKpIh5gI01w&ab_channel=JimmyKimmelLive,entertainment,what a shame canada has been forever tainted by this comment,"Community (Canadians), Location (Canada)",yes
https://www.youtube.com/watch?v=RKpIh5gI01w&ab_channel=JimmyKimmelLive,entertainment,what a shame that canada has been forever tainted,"Community (Canadians), Location (Canada)",yes
https://www.youtube.com/watch?v=RKpIh5gI01w&ab_channel=JimmyKimmelLive,entertainment,These guys don't deserve a girlfriend. Embarrassing.,Individual (People who apeared in the video),yes
https://www.youtube.com/watch?v=RKpIh5gI01w&ab_channel=JimmyKimmelLive,entertainment,I hope all these woman end these relationships. Shows a complete lack of interest in who the woman are. Not a funny bit at all. Beyond depressing,Individual (People who apeared in the video),yes
https://www.youtube.com/watch?v=RKpIh5gI01w&ab_channel=JimmyKimmelLive,entertainment,I hope all these woman end these relationships. Shows a complete lack of interest in who the woman are. Not a funny bit at all. Beyond depressing,Individual (People who apeared in the video),yes
https://www.youtube.com/watch?v=RZqbzekVkUI,news & politics,What else do you expect from muslims?,Community (Muslims),yes
https://www.youtube.com/watch?v=RZqbzekVkUI,news & politics,Secularism has lead to the downfall of the country,"Community (Muslims), Location (India)",yes
https://www.youtube.com/watch?v=RZqbzekVkUI,news & politics,0:48 Covid is going on? Complete disregard for the rules by the government to allow this. Shows we need a change,Organisation (Indian Government),yes
https://www.youtube.com/watch?v=RZqbzekVkUI,news & politics,048 what's going on? complete disregard for the rules by the government to allow this,Organisation (Indian Government),yes
https://www.youtube.com/watch?v=RZqbzekVkUI,news & politics,"Why do you even give votes to such low people, they are just ruining the country anyway","Community (Low Caste Indians, Dalits)",yes
https://www.youtube.com/watch?v=RZqbzekVkUI,news & politics,why do you give votes to people who are so low they just ruin the country anyway?,"Community (Low Caste Indians, Dalits)",yes
https://www.youtube.com/watch?v=RZqbzekVkUI,news & politics,why do you give votes to such low people they just ruin the country anyway?,"Community (Low Caste Indians, Dalits)",yes
https://www.youtube.com/watch?v=RZqbzekVkUI,news & politics,why do you give votes to such low people who are just ruining the country anyways?,"Community (Low Caste Indians, Dalits)",yes
https://www.youtube.com/watch?v=RZqbzekVkUI,news & politics,why do you give votes to such low people who are just ruining the country anyway?,"Community (Low Caste Indians, Dalits)",yes
https://www.youtube.com/watch?v=RZqbzekVkUI,news & politics,why do you even give votes to such low people they just ruin the country anyway?,"Community (Low Caste Indians, Dalits)",yes
https://www.youtube.com/watch?v=RZqbzekVkUI,news & politics,why do you even give votes to such low people they are just ruining the country anyway?,"Community (Low Caste Indians, Dalits)",yes
https://www.youtube.com/watch?v=RZqbzekVkUI,news & politics,Wasn't the airlines bankrupted? 😂 Who gave such company money?,Organisation (Jet Airways),yes
https://www.youtube.com/watch?v=RZqbzekVkUI,news & politics,who gave money to the airlines?,Organisation (Jet Airways),yes
https://www.youtube.com/watch?v=RZqbzekVkUI,news & politics,wasn't the airline bankrupt?,Organisation (Jet Airways),yes
https://www.youtube.com/watch?v=RZqbzekVkUI,news & politics,wasn't the airlines bankrupt?,Organisation (Jet Airways),yes
https://www.youtube.com/watch?v=RZqbzekVkUI,news & politics,wasn't the airline bankrupted?,Organisation (Jet Airways),yes
https://www.youtube.com/watch?v=RZqbzekVkUI,news & politics,"Finally Jet is here, save us from these national tiresome airlines","Organisation (Air India, Other Indian Airlines)",yes
https://www.bitchute.com/video/zh9lybaMVka0/,religion,What nonsense is this? Another propagandist video.,Individual (Content Creator),yes
https://www.bitchute.com/video/zh9lybaMVka0/,religion,what nonsense is that?,Individual (Content Creator),yes
https://www.bitchute.com/video/zh9lybaMVka0/,religion,is this another propaganda video?,Individual (Content Creator),yes
https://www.bitchute.com/video/zh9lybaMVka0/,religion,is this another propagandistic video?,Individual (Content Creator),yes
https://www.bitchute.com/video/zh9lybaMVka0/,religion,is this another propagandist video,Individual (Content Creator),yes
https://www.bitchute.com/video/zh9lybaMVka0/,religion,is this another propagandist video?,Individual (Content Creator),yes
https://www.bitchute.com/video/zh9lybaMVka0/,religion,"The papacy is, was, and will always be the biblical antichrist of Revelation.",Organisation (Office of pope),yes
https://www.bitchute.com/video/zh9lybaMVka0/,religion,the pope was and will always be the biblical antichrist of revelation,Organisation (Office of pope),yes
https://www.bitchute.com/video/zh9lybaMVka0/,religion,papacy was and will always be the biblical antichrist of revelation ,Organisation (Office of pope),yes
https://www.bitchute.com/video/zh9lybaMVka0/,religion,papacy was and will always be the biblical antichrist of revelation,Organisation (Office of pope),yes
https://www.bitchute.com/video/zh9lybaMVka0/,religion,the papacy was and will always be the biblical anti-christ of revelation,Organisation (Office of pope),yes
https://www.bitchute.com/video/zh9lybaMVka0/,religion,the papacy was and will always be the biblical antichrist of revelation,Organisation (Office of pope),yes
https://www.bitchute.com/video/zh9lybaMVka0/,religion,The antipope is not the Antichrist.,Individual (Pope francis),yes
https://www.bitchute.com/video/zh9lybaMVka0/,religion,the anti-pope is not the anti-christian,Individual (Pope francis),yes
https://www.bitchute.com/video/zh9lybaMVka0/,religion,the anti-pope is not the anti-christ,Individual (Pope francis),yes
https://www.bitchute.com/video/fkp0fAGrYJSE/,religion,I hope he leaves sooner,Individual (Pope francis),yes
https://www.bitchute.com/video/fkp0fAGrYJSE/,religion,i hope he'll leave sooner,Individual (Pope francis),yes
https://www.bitchute.com/video/fkp0fAGrYJSE/,religion,i hope he leaves soon,Individual (Pope francis),yes
https://www.bitchute.com/video/fkp0fAGrYJSE/,religion,i hope he leaves sooner,Individual (Pope francis),yes
https://www.bitchute.com/video/fkp0fAGrYJSE/,religion,but i hope he leaves sooner,Individual (Pope francis),yes
https://www.bitchute.com/video/fkp0fAGrYJSE/,religion,so i hope he leaves sooner,Individual (Pope francis),yes
https://www.bitchute.com/video/fkp0fAGrYJSE/,religion,If the people find some old crusty guy stoned and bleeding at comet pizza rhea. We sure gonna have a good idea who might be.,Individual (Pope francis),yes
https://www.bitchute.com/video/fkp0fAGrYJSE/,religion,If the people find some old crusty guy stoned and bleeding at comet pizza rhea. We sure gonna have a good idea who might be.,Individual (Pope francis),yes
https://www.bitchute.com/video/fkp0fAGrYJSE/,religion,"When the pope says ""the lord"", he is referring to HIS lord=LUCIFER",Individual (Pope francis),yes
https://www.bitchute.com/video/fkp0fAGrYJSE/,religion,when the pope says lord he refers to his lord lucifer,Individual (Pope francis),yes
https://www.bitchute.com/video/fkp0fAGrYJSE/,religion,when the pope says the lord he refers to his lord lucifer,Individual (Pope francis),yes
https://www.bitchute.com/video/fkp0fAGrYJSE/,religion,The anti Christ A.I. is coming,Individual (Pope francis),yes
https://www.youtube.com/watch?v=dExrKx7hE6A,health,True virus right here folks,Individual,yes
https://www.youtube.com/watch?v=dExrKx7hE6A,health,True virus right here folks,Individual,yes
https://www.youtube.com/watch?v=dExrKx7hE6A,health,The truth will shine it’s brightness through the darkness of your lies…,Organisation (WHO),yes
https://www.youtube.com/watch?v=dExrKx7hE6A,health,through your lies the truth will shine its light,Organisation (WHO),yes
https://www.youtube.com/watch?v=dExrKx7hE6A,health,the truth will shine through your lies,Organisation (WHO),yes
https://www.youtube.com/watch?v=dExrKx7hE6A,health,the truth shines through the darkness of your lies,Organisation (WHO),yes
https://www.youtube.com/watch?v=dExrKx7hE6A,health,How much did you pay this guy?,"Organisation (WHO), Individual",yes
https://www.youtube.com/watch?v=dExrKx7hE6A,health,how much did you pay this guy?,"Organisation (WHO), Individual",yes
https://www.youtube.com/watch?v=dExrKx7hE6A,health,"Number 1 Killer Virus, but number 2 is still the people there",Location (Africa),yes
https://www.youtube.com/watch?v=dExrKx7hE6A,health,"Number 1 Killer Virus, but number 2 is still the people there",Location (Africa),yes
https://www.youtube.com/watch?v=PbEodgY1gCs,health,Some cultures are just better than others. Seriously,Community (Chinese),yes
https://www.youtube.com/watch?v=PbEodgY1gCs,health,some cultures just are better than others seriously,Community (Chinese),yes
https://www.youtube.com/watch?v=PbEodgY1gCs,health,some cultures are simply better than others seriously,Community (Chinese),yes
https://www.youtube.com/watch?v=PbEodgY1gCs,health,some cultures are better than others seriously,Community (Chinese),yes
https://www.youtube.com/watch?v=PbEodgY1gCs,health,some cultures are just better than others seriously,Community (Chinese),yes
https://www.youtube.com/watch?v=PbEodgY1gCs,health,They literally don't care about the other countries.,Location (China),yes
https://www.youtube.com/watch?v=PbEodgY1gCs,health,they are literally not interested in other countries,Location (China),yes
https://www.youtube.com/watch?v=PbEodgY1gCs,health,they really don't care about the other countries either,Location (China),yes
https://www.youtube.com/watch?v=PbEodgY1gCs,health,they don't care about the other countries,Location (China),yes
https://www.youtube.com/watch?v=PbEodgY1gCs,health,they really don't care about other countries,Location (China),yes
https://www.youtube.com/watch?v=PbEodgY1gCs,health,they literally don't care about other countries,Location (China),yes
https://www.youtube.com/watch?v=PbEodgY1gCs,health,they really don't care about the other countries,Location (China),yes
https://www.youtube.com/watch?v=PbEodgY1gCs,health,and they really don't care about the other countries,Location (China),yes
https://www.youtube.com/watch?v=PbEodgY1gCs,health,they literally don't care about the other countries,Location (China),yes
https://www.youtube.com/watch?v=PbEodgY1gCs,health,and they literally don't care about the other countries,Location (China),yes
https://www.youtube.com/watch?v=PbEodgY1gCs,health,I wouldn’t call a Dog and exotic Animal. Then again I wouldn’t call it food either,Community (Chinese),yes
https://www.youtube.com/watch?v=PbEodgY1gCs,health,I wouldn’t call a Dog and exotic Animal. Then again I wouldn’t call it food either,Community (Chinese),yes
https://www.youtube.com/watch?v=PbEodgY1gCs,health,"If my car starts moving, they will eat it smh.",Community (Chinese),yes
https://www.youtube.com/watch?v=PbEodgY1gCs,health,The world should award them with the best virus manufacturing award,Location (China),yes
https://www.youtube.com/watch?v=PbEodgY1gCs,health,The world should award them with the best virus manufacturing award,Location (China),yes
https://www.youtube.com/watch?v=PbEodgY1gCs,health,🤢🤮why!!!!? Can they just eat rice 🍚 lol,Community (Chinese),yes
https://www.youtube.com/watch?v=PbEodgY1gCs,health,why? can they just eat rice?,Community (Chinese),yes
https://www.youtube.com/watch?v=VEQaH4LruUo,health,"These are 4 minutes of my life i would never get back. Just search the definition online, rest nobody knows anyways. Why are people watching this??","Organisation (TED-X), Community (Viewers)",yes
https://www.youtube.com/watch?v=VEQaH4LruUo,health,"These are 4 minutes of my life i would never get back. Just search the definition online, rest nobody knows anyways. Why are people watching this??","Organisation (TED-X), Community (Viewers)",yes
https://www.youtube.com/watch?v=VEQaH4LruUo,health,They had 1 job and screwed that upto to 🤦,Organisation (TED-X),yes
https://www.youtube.com/watch?v=VEQaH4LruUo,health,but they had a job and they screwed it up,Organisation (TED-X),yes
https://www.youtube.com/watch?v=VEQaH4LruUo,health,The only metric unit (and sensible unit) the US uses,Location (USA),yes
https://www.youtube.com/watch?v=VEQaH4LruUo,health,the only metric unit and sensible unit used in the us is,Location (USA),yes
https://www.youtube.com/watch?v=VEQaH4LruUo,health,This dudes name is Emma? 🤣😂🤣😂,Individual,yes
https://www.youtube.com/watch?v=VEQaH4LruUo,health,this guy's name is emma?,Individual,yes
https://www.youtube.com/watch?v=VEQaH4LruUo,health,does this dude name her emma?,Individual,yes
https://www.youtube.com/watch?v=VEQaH4LruUo,health,does this dude name him emma?,Individual,yes
https://www.youtube.com/watch?v=VEQaH4LruUo,health,"The dude looks like a lemon, excellent animation TED-X. Atleast do that properly",Organisation (TED-X),yes
https://www.youtube.com/watch?v=VEQaH4LruUo,health,"The dude looks like a lemon, excellent animation TED-X. Atleast do that properly",Organisation (TED-X),yes
https://www.youtube.com/watch?v=VEQaH4LruUo,health,people who cant burn calorie fast enough are disliking this video,Community (Fat People),yes
https://www.youtube.com/watch?v=VEQaH4LruUo,health,people who can't burn calories quickly are disliking this video,Community (Fat People),yes
https://www.youtube.com/watch?v=VEQaH4LruUo,health,people who can't burn calorie fast are disliking this video ,Community (Fat People),yes
https://www.youtube.com/watch?v=VEQaH4LruUo,health,people who can't burn calories fast are disliking this video,Community (Fat People),yes
https://www.youtube.com/watch?v=VEQaH4LruUo,health,people who can't burn calorie fast are disliking this video,Community (Fat People),yes
https://www.youtube.com/watch?v=g7LQS84IL4U,entertainment,Wonder if Pandas are exotic animals too 😋?,Community (Chinese),yes
https://www.youtube.com/watch?v=g7LQS84IL4U,entertainment,is pandas an exotic animal?,Community (Chinese),yes
https://www.youtube.com/watch?v=g7LQS84IL4U,entertainment,wonder if pandas are exotic animals as well?,Community (Chinese),yes
https://www.youtube.com/watch?v=g7LQS84IL4U,entertainment,wonder if pandas are exotic animals?,Community (Chinese),yes
https://www.youtube.com/watch?v=g7LQS84IL4U,entertainment,wonder if pandas are exotic animals too?,Community (Chinese),yes
https://www.youtube.com/watch?v=g7LQS84IL4U,entertainment,"It seems like every chinese knows martial arts, is it a norm?",Community (Chinese),yes
https://www.youtube.com/watch?v=g7LQS84IL4U,entertainment,is martial arts a common practice among chinese?,Community (Chinese),yes
https://www.youtube.com/watch?v=g7LQS84IL4U,entertainment,is martial arts a common practice in china?,Community (Chinese),yes
https://www.youtube.com/watch?v=g7LQS84IL4U,entertainment,is martial arts a thing?,Community (Chinese),yes
https://www.youtube.com/watch?v=g7LQS84IL4U,entertainment,do chinese people know martial arts? is that true?,Community (Chinese),yes
https://www.youtube.com/watch?v=g7LQS84IL4U,entertainment,"Why force them? In the wild there are no medicines, let them be with nature",Individual,yes
https://www.youtube.com/watch?v=g7LQS84IL4U,entertainment,why do you force them?,Individual,yes
https://www.youtube.com/watch?v=g7LQS84IL4U,entertainment,why force them?,Individual,yes
https://www.youtube.com/watch?v=g7LQS84IL4U,entertainment,why do we force them?,Individual,yes
https://www.youtube.com/watch?v=g7LQS84IL4U,entertainment,"DONT HURT THEM, one of them fell also",Individual,yes
https://www.youtube.com/watch?v=g7LQS84IL4U,entertainment,"DONT HURT THEM, one of them fell also",Individual,yes
https://www.youtube.com/watch?v=wOidhxCDBWk,health,"They never want this to end. This isn't about health, it's about money & compliance",Community (Doctors),yes
https://www.youtube.com/watch?v=wOidhxCDBWk,health,it's not about health it's about money compliance,Community (Doctors),yes
https://www.youtube.com/watch?v=wOidhxCDBWk,health,this isn't about health it's about money compliance,Community (Doctors),yes
https://www.youtube.com/watch?v=wOidhxCDBWk,health,this is not about health it's about money compliance,Community (Doctors),yes
https://www.youtube.com/watch?v=wOidhxCDBWk,health,but they never want it to end it's not about health it's about money,Community (Doctors),yes
https://www.youtube.com/watch?v=wOidhxCDBWk,health,these people never want this to end it's not about health it's about money,Community (Doctors),yes
https://www.youtube.com/watch?v=wOidhxCDBWk,health,they never want this to end it's not about health it's about money,Community (Doctors),yes
https://www.youtube.com/watch?v=wOidhxCDBWk,health,but they never want this to end it's not about health it's about money,Community (Doctors),yes
https://www.youtube.com/watch?v=wOidhxCDBWk,health,they never want this to end it's not about health it's about money compliance,Community (Doctors),yes
https://www.youtube.com/watch?v=wOidhxCDBWk,health,"I'm on my 99th booster, but I think I'll go for the permanent booster IV bag. My doctor recommends it.",Community (Doctors),yes
https://www.youtube.com/watch?v=wOidhxCDBWk,health,i'm on my 99th booster but i think i'm going to go for the permanent booster iv bag my doctor recommends this,Community (Doctors),yes
https://www.youtube.com/watch?v=wOidhxCDBWk,health,i'm on my 99th booster but i think i'm going to go for the permanent booster iv bag my doctor recommends that,Community (Doctors),yes
https://www.youtube.com/watch?v=wOidhxCDBWk,health,i'm on my 99th booster but i think i'm going to go for the permanent booster iv bag my doctor recommends it,Community (Doctors),yes
https://www.youtube.com/watch?v=wOidhxCDBWk,health,i'm on my 99th booster but i think i'm going for the permanent booster iv bag my doctor recommends it,Community (Doctors),yes
https://www.youtube.com/watch?v=wOidhxCDBWk,health,i'm on my 99th booster but i think i'll go for the permanent booster iv bag my doctor recommended it,Community (Doctors),yes
https://www.youtube.com/watch?v=wOidhxCDBWk,health,i am on my 99th booster but i think i'll go for the permanent booster iv bag my doctor recommends it,Community (Doctors),yes
https://www.youtube.com/watch?v=wOidhxCDBWk,health,i'm on my 99th booster but i think i'll go for the permanent booster iv bag my doctor recommends it,Community (Doctors),yes
https://www.youtube.com/watch?v=wOidhxCDBWk,health,Can I start with the fourth booster or do I have to get the first three that didn’t work first?,Community (Doctors),yes
https://www.youtube.com/watch?v=wOidhxCDBWk,health,can i start with the fourth booster or do i have to get the first three boosters that didn't work?,Community (Doctors),yes
https://www.youtube.com/watch?v=wOidhxCDBWk,health,can i start with the fourth booster or do i have to get the first three that didn't work first?,Community (Doctors),yes
https://www.youtube.com/watch?v=wOidhxCDBWk,health,There's a special place in the devil's home for those pushing this toxic on humanity,Community (Doctors),yes
https://www.youtube.com/watch?v=wOidhxCDBWk,health,There's a special place in the devil's home for those pushing this toxic on humanity,Community (Doctors),yes
https://www.youtube.com/watch?v=wOidhxCDBWk,health,"I’m skipping the 4th, and going right straight to the 5th! Love these vaccines!",Community (Doctors),yes
https://www.youtube.com/watch?v=wOidhxCDBWk,health,"I’m skipping the 4th, and going right straight to the 5th! Love these vaccines!",Community (Doctors),yes
https://www.youtube.com/watch?v=wOidhxCDBWk,health,The fact that these vaccines are coming out quicker than Apple makes new iPhones is kinda concerning,"Community (Doctors), Organisation (Apple)",yes
https://www.youtube.com/watch?v=wOidhxCDBWk,health,that these vaccines are coming out faster than apple makes new iphones is kind of disturbing,"Community (Doctors), Organisation (Apple)",yes
https://www.youtube.com/watch?v=wOidhxCDBWk,health,that these vaccines are coming out sooner than apple makes new iphones is kind of worrying,"Community (Doctors), Organisation (Apple)",yes
https://www.youtube.com/watch?v=wOidhxCDBWk,health,that these vaccines are coming out faster than apple makes new iphones is kind of worrying,"Community (Doctors), Organisation (Apple)",yes
https://www.youtube.com/watch?v=wOidhxCDBWk,health,that these vaccines are coming out faster than apple makes new iphones is kind of concerning,"Community (Doctors), Organisation (Apple)",yes
https://www.youtube.com/watch?v=wOidhxCDBWk,health,that these vaccines are coming out sooner than apple makes new iphones is kind of concerning,"Community (Doctors), Organisation (Apple)",yes
https://www.youtube.com/watch?v=wOidhxCDBWk,health,the fact that these vaccines are coming out faster than apple makes new iphones is kind of worrying,"Community (Doctors), Organisation (Apple)",yes
https://www.youtube.com/watch?v=wOidhxCDBWk,health,the fact that these vaccines are coming out sooner than apple makes new iphones is kind of concerning,"Community (Doctors), Organisation (Apple)",yes
https://www.youtube.com/watch?v=wOidhxCDBWk,health,the fact that these vaccines are coming out faster than apple makes new iphones is kind of concerning,"Community (Doctors), Organisation (Apple)",yes
https://www.youtube.com/watch?v=wOidhxCDBWk,health,the fact that these vaccines are coming out faster than apple makes new iphones is kinda concerning,"Community (Doctors), Organisation (Apple)",yes
https://www.youtube.com/watch?v=wOidhxCDBWk,health,do not comply to these illegal mandates!!! It’s time to make a stand people!!!,Community (Doctors),yes
