url	comment	scores	type
https://www.youtube.com/watch?v=dw3-k95QkDw	He is weirdly awesome man!!	[0.004202466923743486, 0.013240072876214981, 0.9825574159622192]	ENTERTAINMENT
https://www.youtube.com/watch?v=dw3-k95QkDw	Charlie is my fav artist all time😭❤️	[0.001958639593794942, 0.016042932868003845, 0.9819983839988708]	ENTERTAINMENT
https://www.youtube.com/watch?v=dw3-k95QkDw	It’s fascinating how his brain works 🤯	[0.00613251980394125, 0.09829454123973846, 0.895573079586029]	ENTERTAINMENT
https://www.youtube.com/watch?v=dw3-k95QkDw	I'm 26 I'm playing keyboard from 8 years can i develop perfect pitch 😭😭😰😰🙏🙏	[0.05843036621809006, 0.36629733443260193, 0.5752723813056946]	ENTERTAINMENT
https://www.youtube.com/watch?v=dw3-k95QkDw	He has tons of tons of knowledge in music !	[0.0021032262593507767, 0.05462794750928879, 0.9432688355445862]	ENTERTAINMENT
https://www.youtube.com/watch?v=dw3-k95QkDw	I love how musical nerdy he is. .its so hot and his songs are so incredible.. how long, mother, done for me, attention and light switch is my top songs on my playlist	[0.002279984299093485, 0.007691902574151754, 0.9900281429290771]	ENTERTAINMENT
https://www.youtube.com/watch?v=dw3-k95QkDw	What a gift! Perfect pitch indeed! 😀	[0.001709543983452022, 0.015881376340985298, 0.9824089407920837]	ENTERTAINMENT
https://www.youtube.com/watch?v=M3aWvGi9Z3U	Can we just take a moment to admire will's star wars pj pants	[0.005758090876042843, 0.23177137970924377, 0.7624704241752625]	ENTERTAINMENT
https://www.youtube.com/watch?v=M3aWvGi9Z3U	Kimmel: how’s blake lively? Will: ahhh well she’s gooood Fallon: how’s your wife blake lively? Ryan: no personal questions Jimmy, but she’s good….the sex is great Gotta love 2 different answers 😂😂	[0.005610593594610691, 0.06728249788284302, 0.9271068572998047]	ENTERTAINMENT
https://www.youtube.com/watch?v=M3aWvGi9Z3U	Will always likes to make a grand entrance on talk shows, & Ryan is a mastermind at marketing - genius! 🤩🤩🤩	[0.00154391850810498, 0.023059336468577385, 0.9753968119621277]	ENTERTAINMENT
https://www.youtube.com/watch?v=M3aWvGi9Z3U	Will in awe at the sight of shirtless Ryan “WOW, I forgot I looked like that” 😂	[0.02852444164454937, 0.2517794072628021, 0.7196961045265198]	ENTERTAINMENT
https://www.youtube.com/watch?v=M3aWvGi9Z3U	“How much time are you spending in the gym?” “Um …thats like a solid 20 minutes!!” 🤣 LMAOOO !! I’d love to see Will n Ryan in a movie soon together!	[0.0014640169683843851, 0.03051307611167431, 0.968022882938385]	ENTERTAINMENT
https://www.youtube.com/watch?v=M3aWvGi9Z3U	This is gold! I wonder if both Jimmy's knew they were gonna do this.	[0.029221829026937485, 0.2802348732948303, 0.6905432343482971]	ENTERTAINMENT
https://www.youtube.com/watch?v=M3aWvGi9Z3U	Just been watching the rayan comin' instead of well clip on falon , and bro ..this gotta be one of the greatest cross overs in comedy in general	[0.0051768459379673, 0.08710397034883499, 0.9077192544937134]	ENTERTAINMENT
https://www.youtube.com/watch?v=QWt4k3GM6HI	OH man this is soooooooo funny!!!!!	[0.004507174249738455, 0.01988190785050392, 0.9756109714508057]	ENTERTAINMENT
https://www.youtube.com/watch?v=s323wdjE02Q	The most beautiful woman to ever walk the face of the Earth.	[0.0018348190933465958, 0.01248554140329361, 0.9856796860694885]	ENTERTAINMENT
https://www.youtube.com/watch?v=6fGEtOzBQao	had a crush on her since Cousin Vinnie and it's never gone away, she's still a knockout with a vibrant shining personality	[0.005579637363553047, 0.11873028427362442, 0.8756899833679199]	ENTERTAINMENT
https://www.youtube.com/watch?v=6fGEtOzBQao	This confirms that laughing is the key of aging young !	[0.007158324588090181, 0.10767681151628494, 0.8851648569107056]	ENTERTAINMENT
https://www.youtube.com/watch?v=6fGEtOzBQao	I love love love her...she is so relatable n seems so kind n absolutely stunning she looks younger here than in My Cousin Vinny which btw is one of my favz	[0.0015470432117581367, 0.006489994004368782, 0.9919629693031311]	ENTERTAINMENT
https://www.youtube.com/watch?v=6-oQlSgLiFw	Zac Efron has turned into such a good damn actor! Did not expect that from his teenage bullshit movie days but he is awesome	[0.026504380628466606, 0.04629574343562126, 0.9271999001502991]	ENTERTAINMENT
https://www.youtube.com/watch?v=6-oQlSgLiFw	This proves that Jimmy Fallon is amazing at what he does. He at first joked about Zac's swearing, but he noticed that Zac seemed kind of uncomfortable and embarrassed for doing this, so he cursed too, to make Zac feel better about it. Notice how relieved Zac looked after Jimmy did this! What an amazing guy.	[0.0196488369256258, 0.09580813348293304, 0.8845429420471191]	ENTERTAINMENT
https://www.youtube.com/watch?v=Si4-VzckyWg	Tom Cruise is highly admired and respected. He’s perfect man😍😍😍😍😍	[0.0018020618008449674, 0.010906415991485119, 0.9872914552688599]	ENTERTAINMENT
https://www.youtube.com/watch?v=Si4-VzckyWg	I know a couple of people who met Tom Cruise in “everyday” situations. He engaged in a 30 min conversation with one of them. A true gentleman. I will watch his movies wholeheartedly.	[0.0015983724733814597, 0.04286319017410278, 0.9555384516716003]	ENTERTAINMENT
https://www.youtube.com/watch?v=Si4-VzckyWg	I hope this one(MI6) turns out to be the best in the series. The first MI was great, 2nd was Meh, 3rd was okay but then 4th and 5th were fantastic! Respect for the Legend. 🙇🙏	[0.0018611379200592637, 0.013873922638595104, 0.9842650294303894]	ENTERTAINMENT
https://www.youtube.com/watch?v=bsgj0UdxMSQ	So funny!!! Love them both!	[0.0023445268161594868, 0.00881587527692318, 0.9888396859169006]	ENTERTAINMENT
https://www.youtube.com/watch?v=bsgj0UdxMSQ	,🤣😂🤣🤣😄😆 Great advertisement! ,😂🤣😂🤣💜 Competition!!	[0.003995354287326336, 0.03480976074934006, 0.9611948132514954]	ENTERTAINMENT
https://www.youtube.com/watch?v=bsgj0UdxMSQ	So good to see my Brad 🥰 on TV again. Ang had him chained up for too long. Bring on the movies!!!! ❤❤❤	[0.003563850186765194, 0.009627568535506725, 0.9868085980415344]	ENTERTAINMENT
https://www.youtube.com/watch?v=bsgj0UdxMSQ	*Brad Pitt is a living legend*	[0.010719673708081245, 0.39465534687042236, 0.594624936580658]	ENTERTAINMENT
https://www.youtube.com/watch?v=bsgj0UdxMSQ	You gotta love Bradsy ☺️	[0.0018526288913562894, 0.022632362321019173, 0.9755149483680725]	ENTERTAINMENT
https://www.youtube.com/watch?v=bsgj0UdxMSQ	In case you forgot how gorgeous Brad Pitt is here is this sketch.	[0.0032340679317712784, 0.07133302837610245, 0.9254328608512878]	ENTERTAINMENT
https://www.youtube.com/watch?v=bsgj0UdxMSQ	You gotta love Brad Pitt, very funny guy, and he did his best acting in 12 Monkeys imo, love that film	[0.0018169162794947624, 0.011856315657496452, 0.9863268733024597]	ENTERTAINMENT
https://www.youtube.com/watch?v=bsgj0UdxMSQ	Arthur C Clarke 👏🏼👏🏼👏🏼	[0.007602430880069733, 0.17589755356311798, 0.8165000677108765]	ENTERTAINMENT
https://www.youtube.com/watch?v=SAvXVLQGvJU	Fun fact: mushy bananas make a far better banana bread than ripe bananas.	[0.011817392893135548, 0.12765341997146606, 0.8605291843414307]	ENTERTAINMENT
https://www.youtube.com/watch?v=qCcTUREw63s	As a Christian this was by far the funniest thing I've seen all day, God always come first so remember to ask before you begin :)	[0.0018803388811647892, 0.02410442940890789, 0.9740152359008789]	ENTERTAINMENT
https://www.youtube.com/watch?v=qCcTUREw63s	Can I have a happy birthday it’s my birthday and I been watching this show as a kid I’m ok with u not saying it	[0.01473174523562193, 0.15213194489479065, 0.8331363797187805]	ENTERTAINMENT
https://www.youtube.com/watch?v=YM9LyJBmBEg	Ok, seriously, I'm at work right now and I just laughed my ass off, people are wondering what I'm doing 😂🤣	[0.18081891536712646, 0.3131968080997467, 0.5059843063354492]	ENTERTAINMENT
https://www.youtube.com/watch?v=4TqRk7KxAp8	Wow outstanding episode	[0.0033088030759245157, 0.03456435725092888, 0.9621267914772034]	ENTERTAINMENT
https://www.youtube.com/watch?v=KSD2d8uU6Mo	"""were extending the guidelines to april 30"" me in 2021: welcome to the party pal"	[0.0037834937684237957, 0.2840782403945923, 0.7121382355690002]	ENTERTAINMENT
https://www.youtube.com/watch?v=KSD2d8uU6Mo	What's the difference between a new husband and a new dog? After a year, the dog is still excited to see You	[0.014274644665420055, 0.21428541839122772, 0.7714398503303528]	ENTERTAINMENT
https://www.youtube.com/watch?v=KSD2d8uU6Mo	I love hanate 😍😍	[0.002485763980075717, 0.010717839002609253, 0.9867963194847107]	ENTERTAINMENT
https://www.youtube.com/watch?v=KSD2d8uU6Mo	I want you to know that we know how hard you work on these videos and we appreciate you! You deserve every dollar you get.	[0.0026541873812675476, 0.02363930083811283, 0.9737064242362976]	ENTERTAINMENT
https://www.youtube.com/watch?v=KSD2d8uU6Mo	God loves you. He sent His son Jesus Christ to die on the cross so that you could live forever in Heaven. If you repent and believe in Jesus your sins will be wiped away, and you will become immortal. God Loves you today	[0.0045570735819637775, 0.04444366693496704, 0.9509993195533752]	ENTERTAINMENT
https://www.youtube.com/watch?v=dCPoOhgl1RQ	as a woman, i am attracted to you, an asian man. hawaiians are asians, right? is that racist?	[0.04023180902004242, 0.41128572821617126, 0.548482358455658]	ENTERTAINMENT
https://www.youtube.com/watch?v=dCPoOhgl1RQ	Yes I like Asian men , all Asian men , men who are from Asia 🙆 I'm also from Asia 🙆♥️	[0.001217238837853074, 0.032460425049066544, 0.9663222432136536]	ENTERTAINMENT
https://www.youtube.com/watch?v=dCPoOhgl1RQ	I think that any joke should be allowed. As long as u intend to make some laugh its fine. harden up :)	[0.00502009317278862, 0.09629341214895248, 0.8986864686012268]	ENTERTAINMENT
https://www.youtube.com/watch?v=dCPoOhgl1RQ	this stereotype has been broken by BTS.. XD	[0.021433096379041672, 0.33434292674064636, 0.6442239880561829]	ENTERTAINMENT
https://www.youtube.com/watch?v=dCPoOhgl1RQ	PROVE THAT ASIAN ARE SEXY: ALL BOLLYWOOD (INDIAN) ACTRESS!!!	[0.030695265159010887, 0.31847083568573, 0.6508339643478394]	ENTERTAINMENT
https://www.youtube.com/watch?v=dCPoOhgl1RQ	Me: **sees title of the video** Also me: **looks at Ryan and drools** 🤤♥️🙌 In all seriousness though, I’m really proud of Ryan for making this video with a logical, objective outlook on the issue. He’s literally my only voice of reason anymore (cuz yes, I’m Asian and I was offended, but he made me see things much more differently).	[0.010300759226083755, 0.062490761280059814, 0.9272085428237915]	ENTERTAINMENT
https://www.youtube.com/watch?v=dCPoOhgl1RQ	Can aisians be sexy ?? *looks at my diffrent kpop folders in my gallery* yep i'm pretty sure they can	[0.02367643266916275, 0.2612954378128052, 0.7150281667709351]	ENTERTAINMENT
https://www.youtube.com/watch?v=dCPoOhgl1RQ	short answer: yes, look at bts and ofccc BgA edit: btw every Asian can be attractive. not only kpop groups	[0.0042153457179665565, 0.14503122866153717, 0.8507535457611084]	ENTERTAINMENT
https://www.youtube.com/watch?v=dCPoOhgl1RQ	Yes! Great choice of photo. 2PM defines sexiness.	[0.00672173174098134, 0.0632534995675087, 0.9300247430801392]	ENTERTAINMENT
https://www.youtube.com/watch?v=dCPoOhgl1RQ	I find Asians attractive... but I'm Asian, here's a list of Asians I think are cute 1. Ryan Higa 2. Rap Monster 3. Literally anyone who is a part of BTS, EXO, or Monster	[0.001322428579442203, 0.04182691127061844, 0.9568507075309753]	ENTERTAINMENT
https://www.youtube.com/watch?v=tF4JsEhT_GA	I got a report on math class and i give it to my dad, wish me luck.	[0.0018085353076457977, 0.10344281047582626, 0.8947486281394958]	ENTERTAINMENT
https://www.youtube.com/watch?v=tF4JsEhT_GA	2:48 THE DOG IS BACKK!!!!!!!!! (bottom left corner)	[0.004597365856170654, 0.22821985185146332, 0.7671828269958496]	ENTERTAINMENT
https://www.youtube.com/watch?v=tF4JsEhT_GA	Ryan is probably the most funniest you tuber without inappropriate stuff	[0.023748524487018585, 0.20252858102321625, 0.7737228870391846]	ENTERTAINMENT
https://www.youtube.com/watch?v=tF4JsEhT_GA	The video quality is great guys! Just squint and it'll look fine!	[0.0016303048469126225, 0.01151141058653593, 0.9868582487106323]	ENTERTAINMENT
https://www.youtube.com/watch?v=XjtP0BYOA6s	"I did the insane version of it , i shouted out ""i love you"" to my dad when he was working...and he got scared and said ""have you lost it ? Dont act crazy"" haha and he was so pissed but usually when i tell my dad that i love him (calmly) he replies ""i love you too , child"" instantly xD"	[0.054228927940130234, 0.2588938772678375, 0.6868771314620972]	ENTERTAINMENT
https://www.youtube.com/watch?v=XjtP0BYOA6s	"1:52 "" I love you."" "" Hi """	[0.0032754167914390564, 0.05852997303009033, 0.9381945133209229]	ENTERTAINMENT
https://www.youtube.com/watch?v=XjtP0BYOA6s	Me:mom I luv you Mum:Luv you too I didn't carry you for 9months to hate you Me: Dad Dad:No Me:You don't even know what I was going to say Dad:ok, then talk Me:The ice-cream truck is outside Dad:Nope Me:Dadddyyyyy pleaseee Dad:nope no no no no Me:thank you I luv you Dad:I didn't say yes Me: No backies	[0.1041017398238182, 0.3601316809654236, 0.5357666015625]	ENTERTAINMENT
https://www.youtube.com/watch?v=XjtP0BYOA6s	i say i love you to my dad at least once a dah.	[0.010494250804185867, 0.33381387591362, 0.6556919813156128]	ENTERTAINMENT
https://www.youtube.com/watch?v=XjtP0BYOA6s	Person: i luv u! Dad: why XDDD	[0.0028573120944201946, 0.04447387903928757, 0.9526688456535339]	ENTERTAINMENT
https://www.youtube.com/watch?v=XjtP0BYOA6s	Just look at 3:21 when her son say I Love You her dad smile and feel blessed...that so sweat	[0.0021000485867261887, 0.02544899843633175, 0.972450852394104]	ENTERTAINMENT
https://www.youtube.com/watch?v=XjtP0BYOA6s	It's completely normal when I say I love you to my dad	[0.006363661959767342, 0.1228339672088623, 0.8708023428916931]	ENTERTAINMENT
https://www.youtube.com/watch?v=XjtP0BYOA6s	"""I'm playin ma game !"" <-- best kind of dad"	[0.05462350696325302, 0.32366377115249634, 0.6217126846313477]	ENTERTAINMENT
https://www.youtube.com/watch?v=XjtP0BYOA6s	i love you dad. what did u do? nothing. what do u want?	[0.029481662437319756, 0.2267373949289322, 0.7437808513641357]	ENTERTAINMENT
https://www.youtube.com/watch?v=XjtP0BYOA6s	Son:Dad i love you Dad:IM PLAYING MY GAMES!!!	[0.003850918961688876, 0.05713856220245361, 0.9390104413032532]	ENTERTAINMENT
https://www.youtube.com/watch?v=XjtP0BYOA6s	"I love how most dads said ""What do you want ?"""	[0.008317738771438599, 0.11361362785100937, 0.878068745136261]	ENTERTAINMENT
https://www.youtube.com/watch?v=cV2gBU6hKfY	I’m going to donate $20 team seas rocks 🤙🤙🤙🤙🤙🤙	[0.0016363876638934016, 0.1402517706155777, 0.8581117987632751]	ENTERTAINMENT
https://www.youtube.com/watch?v=cV2gBU6hKfY	Of course I'll help the ocean	[0.011427652090787888, 0.3079066872596741, 0.6806655526161194]	ENTERTAINMENT
https://www.youtube.com/watch?v=cV2gBU6hKfY	Beast Joe Rogan turneed up to you are awesome man you do great causes	[0.003139697015285492, 0.026677092537283897, 0.9701831936836243]	ENTERTAINMENT
https://www.youtube.com/watch?v=cV2gBU6hKfY	I love you	[0.006769681349396706, 0.03752531111240387, 0.9557050466537476]	ENTERTAINMENT
https://www.youtube.com/watch?v=cV2gBU6hKfY	YEAH LET'S GO MRBEAST SAVING THE TREES NOW THE OCEAN	[0.00431356905028224, 0.18764279782772064, 0.8080435991287231]	ENTERTAINMENT
https://www.youtube.com/watch?v=cV2gBU6hKfY	great job MrBeast	[0.01203299779444933, 0.10809636861085892, 0.8798705339431763]	ENTERTAINMENT
https://www.youtube.com/watch?v=cV2gBU6hKfY	Its much more cleaner now :D	[0.002572784200310707, 0.05041380971670151, 0.9470134973526001]	ENTERTAINMENT
https://www.youtube.com/watch?v=cV2gBU6hKfY	Mrbeast is so kind	[0.004323234781622887, 0.05928867682814598, 0.9363880157470703]	ENTERTAINMENT
https://www.youtube.com/watch?v=cV2gBU6hKfY	Best examples as nature lovers You've got it! You help a lot!	[0.0017015690682455897, 0.03178485110402107, 0.9665135145187378]	ENTERTAINMENT
https://www.youtube.com/watch?v=cV2gBU6hKfY	Love from India	[0.004396407399326563, 0.13429874181747437, 0.8613048195838928]	ENTERTAINMENT
https://www.youtube.com/watch?v=cV2gBU6hKfY	So close to $30M!	[0.007176174782216549, 0.2676648497581482, 0.7251588702201843]	ENTERTAINMENT
https://www.youtube.com/watch?v=cV2gBU6hKfY	Even though 30 million wasn't reached we did make a huge impact on the oceans	[0.018431194126605988, 0.2099536508321762, 0.7716151475906372]	ENTERTAINMENT
https://www.youtube.com/watch?v=cV2gBU6hKfY	its already 2022 in my country happy new year 🎉🎉	[0.0008605321636423469, 0.012268882244825363, 0.9868704676628113]	ENTERTAINMENT
https://www.youtube.com/watch?v=cV2gBU6hKfY	Hopefully he can reach 30 million	[0.004191282205283642, 0.22130179405212402, 0.7745069265365601]	ENTERTAINMENT
https://www.youtube.com/watch?v=cV2gBU6hKfY	Elon musk we need you to come in clutch	[0.008602051995694637, 0.4810083508491516, 0.5103897452354431]	ENTERTAINMENT
https://www.youtube.com/watch?v=cV2gBU6hKfY	Only 18,000,000lbs removed! 😬	[0.015829533338546753, 0.37397322058677673, 0.6101973056793213]	ENTERTAINMENT
https://www.youtube.com/watch?v=HfJMs4mrSJM	2:38 this is actually kind of iconic considering how chandler was actually a janitor for jimmy when he 1st started 🥲	[0.0011330867419019341, 0.026979556307196617, 0.9718874096870422]	ENTERTAINMENT
https://www.youtube.com/watch?v=HfJMs4mrSJM	I love how it is still in the trumpit and chaldler is still trying to play it	[0.015142031013965607, 0.14674168825149536, 0.8381164073944092]	ENTERTAINMENT
https://www.youtube.com/watch?v=HfJMs4mrSJM	0:49 „In german we say: Klemmbausteine“ :-)	[0.006788255181163549, 0.31707262992858887, 0.6761391758918762]	ENTERTAINMENT
https://www.youtube.com/watch?v=HfJMs4mrSJM	2:18 Wow we are in the future we got invisible microphones	[0.0148844039067626, 0.2901671826839447, 0.6949483752250671]	ENTERTAINMENT
https://www.youtube.com/watch?v=HfJMs4mrSJM	Xbox is better, u can pay $17 to play online, but you also get access to over a hundred games including doom eternal, injustice 2 and tons of others. What do u get with playstation?	[0.032826438546180725, 0.22213703393936157, 0.7450365424156189]	ENTERTAINMENT
https://www.youtube.com/watch?v=T906mp5kYfM	Seeing Jimmy and Chris jokearound actually makes me crack up, thanks to him my deppression is gone.	[0.004218629095703363, 0.03995317220687866, 0.955828070640564]	ENTERTAINMENT
https://www.youtube.com/watch?v=T906mp5kYfM	My respect to Jimmy for having respect to the stop motion people	[0.020702753216028214, 0.38509315252304077, 0.5942041277885437]	ENTERTAINMENT
https://www.youtube.com/watch?v=T906mp5kYfM	It makes me happy to know that Jimmy is a Lego fan	[0.001218777964822948, 0.014005484990775585, 0.9847757816314697]	ENTERTAINMENT
https://www.youtube.com/watch?v=T906mp5kYfM	Expectations are too high for this channel that sometimes some topics looks small yet he manage well. Good one	[0.014484524726867676, 0.09364672750234604, 0.8918686509132385]	ENTERTAINMENT
https://www.youtube.com/watch?v=T906mp5kYfM	Great vid Mr beast	[0.00570687698200345, 0.06507705897092819, 0.929216206073761]	ENTERTAINMENT
https://www.youtube.com/watch?v=T906mp5kYfM	Who else appreciates the fact that he uploads consistently? ☃️💕	[0.0017049997113645077, 0.051298122853040695, 0.946996808052063]	ENTERTAINMENT
https://www.youtube.com/watch?v=T906mp5kYfM	PEPSI IS TWICE AS GOOD AS COKE!!!!!!!!!!	[0.0060449508018791676, 0.03760725259780884, 0.9563478231430054]	ENTERTAINMENT
https://www.youtube.com/watch?v=T906mp5kYfM	My dad bought me beast style fries and beast style burger triple patty 😎	[0.0030160141177475452, 0.18073660135269165, 0.8162472248077393]	ENTERTAINMENT
https://www.youtube.com/watch?v=T906mp5kYfM	Jimmy always makes me happy ❤️😻	[0.001647303462959826, 0.012130542658269405, 0.9862222075462341]	ENTERTAINMENT
https://www.youtube.com/watch?v=T906mp5kYfM	I do stop motion and im ten so thanks	[0.006697470787912607, 0.2689124047756195, 0.7243902683258057]	ENTERTAINMENT
https://www.youtube.com/watch?v=T906mp5kYfM	Jimmy ALWAYS makes my day 😊	[0.001974533312022686, 0.01587948389351368, 0.9821459054946899]	ENTERTAINMENT
https://www.youtube.com/watch?v=T906mp5kYfM	Jimmy's reactions are always funny!	[0.004676422104239464, 0.06481849402189255, 0.9305051565170288]	ENTERTAINMENT
https://www.youtube.com/watch?v=T906mp5kYfM	Chris makes this vid so much better lmao 😁	[0.0016205855645239353, 0.015640154480934143, 0.9827392101287842]	ENTERTAINMENT
https://www.youtube.com/watch?v=T906mp5kYfM	Thanks for your content Jimmy and Chris	[0.0019923022482544184, 0.035895753651857376, 0.9621118903160095]	ENTERTAINMENT
https://www.youtube.com/watch?v=T906mp5kYfM	Jimmy's reactions are always on point!!	[0.002616551471874118, 0.05610616132616997, 0.941277265548706]	ENTERTAINMENT
https://www.youtube.com/watch?v=plTvQ1g59yM	Its always a great day when jimmy uploads.	[0.0012816879898309708, 0.012042578309774399, 0.9866759181022644]	ENTERTAINMENT
https://www.youtube.com/watch?v=plTvQ1g59yM	I love this	[0.004505805671215057, 0.01490649301558733, 0.9805876612663269]	ENTERTAINMENT
https://www.youtube.com/watch?v=plTvQ1g59yM	6:31 jimmy's reaction was hilarious 😂	[0.01113869994878769, 0.147391676902771, 0.8414697051048279]	ENTERTAINMENT
https://www.youtube.com/watch?v=plTvQ1g59yM	I ate your beast burger at Hardee's and it was good	[0.0014661728637292981, 0.01785104162991047, 0.9806827902793884]	ENTERTAINMENT
https://www.youtube.com/watch?v=plTvQ1g59yM	you are a good person because you give money to charity and help people with there lifes	[0.0026040722150355577, 0.040785398334264755, 0.9566105008125305]	ENTERTAINMENT
https://www.youtube.com/watch?v=plTvQ1g59yM	I want a shout out pl 😭😭	[0.04522252827882767, 0.4457155466079712, 0.509061872959137]	ENTERTAINMENT
https://www.youtube.com/watch?v=plTvQ1g59yM	Nearly 100m on main!	[0.006383090279996395, 0.3684901297092438, 0.6251267790794373]	ENTERTAINMENT
https://www.youtube.com/watch?v=plTvQ1g59yM	I love your videos	[0.002321335021406412, 0.011191092431545258, 0.9864875078201294]	ENTERTAINMENT
https://www.youtube.com/watch?v=plTvQ1g59yM	Chris and Jimmy are always the most iconic duo to reaction, they always have the best.	[0.0014636931009590626, 0.019192056730389595, 0.9793441891670227]	ENTERTAINMENT
https://www.youtube.com/watch?v=plTvQ1g59yM	whenever you upload my day gets 100x better, keep it up!	[0.0014046361902728677, 0.011059773154556751, 0.9875355958938599]	ENTERTAINMENT
https://www.youtube.com/watch?v=plTvQ1g59yM	Chris is an absolute legend.	[0.008578376844525337, 0.07569566369056702, 0.9157258868217468]	ENTERTAINMENT
https://www.youtube.com/watch?v=plTvQ1g59yM	Thanks Mr.Beast you help me with a lot of personal issues. ❤️	[0.004832327365875244, 0.05591166764497757, 0.9392560720443726]	ENTERTAINMENT
https://www.youtube.com/watch?v=plTvQ1g59yM	Beast`s face in thumbnails is always hilarious	[0.012075952254235744, 0.17287105321884155, 0.8150530457496643]	ENTERTAINMENT
https://www.youtube.com/watch?v=plTvQ1g59yM	i have been watching u guys for a long time and i love how satisfying it is	[0.002834487007930875, 0.00751647911965847, 0.9896491169929504]	ENTERTAINMENT
https://www.youtube.com/watch?v=plTvQ1g59yM	Mk5 Supra looks good in red	[0.0010565262055024505, 0.01632026955485344, 0.982623279094696]	ENTERTAINMENT
https://www.youtube.com/watch?v=plTvQ1g59yM	Beast Reacts uploads always make my day! Thank you for all you're doing!	[0.0013221997069194913, 0.006032568868249655, 0.992645263671875]	ENTERTAINMENT
https://www.youtube.com/watch?v=plTvQ1g59yM	I love Mr.beast	[0.0033817868679761887, 0.018428213894367218, 0.978190004825592]	ENTERTAINMENT
https://www.youtube.com/watch?v=plTvQ1g59yM	Jimmy your content is the most satisfying thing❤️	[0.0024383242707699537, 0.013710292056202888, 0.9838513731956482]	ENTERTAINMENT
https://www.youtube.com/watch?v=plTvQ1g59yM	Chris is basically a genius in everything he is reacting to.	[0.04833145812153816, 0.2832896411418915, 0.6683788895606995]	ENTERTAINMENT
https://www.youtube.com/watch?v=plTvQ1g59yM	Chris has become such a dad 😂	[0.057859376072883606, 0.4364857077598572, 0.5056548714637756]	ENTERTAINMENT
https://www.youtube.com/watch?v=plTvQ1g59yM	It always makes my day when Jimmy uploads	[0.0016332196537405252, 0.012080012820661068, 0.9862868785858154]	ENTERTAINMENT
https://www.youtube.com/watch?v=eKEs1KjvBPM	im turkish and im actually suprised and proud of having a waterpark like that	[0.0019972845911979675, 0.038493648171424866, 0.9595091342926025]	ENTERTAINMENT
https://www.youtube.com/watch?v=eKEs1KjvBPM	i love how he jumps straight into the video, no dragged out intro, no blabbering on. just nice and sweet	[0.0038589811883866787, 0.015535900369286537, 0.9806051850318909]	ENTERTAINMENT
https://www.youtube.com/watch?v=eKEs1KjvBPM	Jimmy: this is cool Chris: no we’ve seen cooler things oh wait this is cool	[0.012013636529445648, 0.10875608026981354, 0.8792303204536438]	ENTERTAINMENT
https://www.youtube.com/watch?v=eKEs1KjvBPM	Yesss malaysiaaa 🇲🇾🇲🇾🇲🇾	[0.01540448423475027, 0.3420049548149109, 0.6425906419754028]	ENTERTAINMENT
https://www.youtube.com/watch?v=eKEs1KjvBPM	I've had opera gx, a youtuber named Tech source recommended it so I love it since then	[0.0013607866130769253, 0.012837577611207962, 0.985801637172699]	ENTERTAINMENT
https://www.youtube.com/watch?v=eKEs1KjvBPM	EVERYONE THIS IS URGENT GET THIS COMMENT THE MOST LIKES I WANT EVERYONE SPAMMING TECHNO SUPPORT BECAUSE EVEN IF HE NEEDS MRBEASTS HELP TECHNOBLADE NEVER DIES!!!	[0.07204708456993103, 0.3577575981616974, 0.5701953172683716]	ENTERTAINMENT
https://www.youtube.com/watch?v=eKEs1KjvBPM	DISCLAIMER:This channel is highly addictive . 😍	[0.0030124911572784185, 0.03275258466601372, 0.9642348885536194]	ENTERTAINMENT
https://www.youtube.com/watch?v=eKEs1KjvBPM	"""WET AND WILD""best quote of the year(ingrained into my brain)"	[0.008485217578709126, 0.06976090371608734, 0.9217537641525269]	ENTERTAINMENT
https://www.youtube.com/watch?v=1hEECLG_ZWA	I would love to see Katie and Amy in an episode where it's their averaged scores against everyone else's 🤣🤣🤣	[0.0142645463347435, 0.16615603864192963, 0.8195794820785522]	ENTERTAINMENT
https://www.youtube.com/watch?v=1hEECLG_ZWA	Lauren Lapkus was a wonderful surprise guest! Love her work🖤	[0.0012701974483206868, 0.0065577407367527485, 0.9921720623970032]	ENTERTAINMENT
https://www.youtube.com/watch?v=RGQEw2QXGbs	The only thing Katie needs is to be loved. 😂❤️	[0.006704800762236118, 0.09100799262523651, 0.9022870659828186]	ENTERTAINMENT
https://www.youtube.com/watch?v=t0xELMdGYeU	I love that CH is still making content buuuuut...can we bring back any other segments besides this one? How about the webcam segment from 2020? That was still wayyy better than what I've seen recently Or even the one where Brenden pretends to be a CEO. That still had some laughs last I knew. This one just feels like I'm watching a bunch of people play a party game...	[0.004868101328611374, 0.025349212810397148, 0.9697826504707336]	ENTERTAINMENT
https://www.youtube.com/watch?v=xOToL-SSkKI	Why is this showing up in my feed in 2021. Not upset tho, still makes me smile. Keep up the great work FD team	[0.006456675939261913, 0.05569655820727348, 0.9378467798233032]	SPORTS
https://www.youtube.com/watch?v=xOToL-SSkKI	messi is the best cause he's won 4 ball'or dors	[0.004417905583977699, 0.06102576106786728, 0.9345564842224121]	SPORTS
https://www.youtube.com/watch?v=xOToL-SSkKI	Obviously messi better than CR7. CR7 the greatest diver and penalty soccer player forever	[0.030277492478489876, 0.2789938747882843, 0.6907286643981934]	SPORTS
