Unnamed: 0	id	url	comment
5923	99	https://www.youtube.com/watch?v=M3aWvGi9Z3U	how is he so funny
5924	100	https://www.youtube.com/watch?v=M3aWvGi9Z3U	Man, Will Ferrell is just not funny on the spot. Um ah ah ah um ah *paraphrases Jimmy.
5925	101	https://www.youtube.com/watch?v=M3aWvGi9Z3U	Unpopular opinion: Will Farrell is funnier as himself than he is in character.
5926	102	https://www.youtube.com/watch?v=M3aWvGi9Z3U	"Blake is probably at home watching this like ""I do make oatmeal!"" 😂"
5927	103	https://www.youtube.com/watch?v=M3aWvGi9Z3U	Will has had the same awkward stomach since his snl days...whatever he's doing to maintain that stagnant body is impressive and enviable
5928	104	https://www.youtube.com/watch?v=M3aWvGi9Z3U	“Are you in Red Notice!???” “… I am not” No more questions your honour.
5929	105	https://www.youtube.com/watch?v=M3aWvGi9Z3U	It almost seems like Jimmy was genuinely suprised
5930	106	https://www.youtube.com/watch?v=M3aWvGi9Z3U	Imagine if the crowd had sounded really disappointed when Will Ferrell walked on lol
5931	107	https://www.youtube.com/watch?v=M3aWvGi9Z3U	It would have been funnier if they just pretended like they got their Jimmies mixed up.
5932	108	https://www.youtube.com/watch?v=M3aWvGi9Z3U	I'd like to know if this was the writers doing or Ryan and Wills doing lol I'd like to believe Ryan thought it up and Will laughed and said let's fuckin do it.
5933	109	https://www.youtube.com/watch?v=M3aWvGi9Z3U	I didn’t realize he was wearing Pj’s and slippers until 8min in 😂
5934	110	https://www.youtube.com/watch?v=M3aWvGi9Z3U	First he perfects the role of Deadpool and now he does the greatest Will Ferrell impression
5935	111	https://www.youtube.com/watch?v=M3aWvGi9Z3U	Ryan and Will switched places to be on different Jimmys' show. Lmao I love them!
5936	112	https://www.youtube.com/watch?v=M3aWvGi9Z3U	gotta say.. fallon improvised better and it flowed better
5937	113	https://www.youtube.com/watch?v=M3aWvGi9Z3U	This is gold! I wonder if both Jimmy's knew they were gonna do this.
5938	114	https://www.youtube.com/watch?v=M3aWvGi9Z3U	I almost feel like this was one take and he was genuinely surprised. Could have been some high level improve Will Ferrel wanted to do the absolute mad lad. Had some of the most legendary SNL skits and wants to practice his trade. A rare very entertaining moment for the show
5939	115	https://www.youtube.com/watch?v=M3aWvGi9Z3U	"JUST saw the ""TONIGHT SHOW"" with Ryan's part of the sketch, LOL..."
5940	116	https://www.youtube.com/watch?v=M3aWvGi9Z3U	When your show is tanking because you're woke af so you try to bring people in with legends.
5941	117	https://www.youtube.com/watch?v=M3aWvGi9Z3U	Marvel can always hire Will to do their movie marketing and won't need to worry about spoilers
5942	118	https://www.youtube.com/watch?v=M3aWvGi9Z3U	Viewers: I came looking for gold, and found copper
5943	119	https://www.youtube.com/watch?v=M3aWvGi9Z3U	Ryan: I don't feel like coming to LA Will: I don't feel like coming to NY. Both: I got an idea
5944	120	https://www.youtube.com/watch?v=M3aWvGi9Z3U	The Star Wars sheet pants just make it LOL... Will Ferrel interviews are gold.
5945	121	https://www.youtube.com/watch?v=M3aWvGi9Z3U	Will is at jimmy and ryan is at Jimmy fallon..... both swapped each other to promoted themseleves today and this is just pure genius.
5946	122	https://www.youtube.com/watch?v=M3aWvGi9Z3U	I hold Matt Damon personally responsible for Will Ferrell being there instead of Ryan Reynolds.... and some guy named Jimmy? I donno.
5947	123	https://www.youtube.com/watch?v=M3aWvGi9Z3U	The first guy to be on Kimmel wearing his pyjama.
5948	124	https://www.youtube.com/watch?v=M3aWvGi9Z3U	Ryan Reynolds and Will Ferrell switched interviews 😂
5949	125	https://www.youtube.com/watch?v=M3aWvGi9Z3U	This is genius marketing ...will Ferrell and ryan reynolds Fallon and Kimmel...awesome
5950	126	https://www.youtube.com/watch?v=M3aWvGi9Z3U	will ferrel just gave me the body positivity that i needed lmao
5951	127	https://www.youtube.com/watch?v=M3aWvGi9Z3U	it would've been funnier if will had acted as if he is not friends with Ryan reynolds and has never even met him before
5952	128	https://www.youtube.com/watch?v=M3aWvGi9Z3U	The “magic trick” is meta commentary for the fact that they had Will on instead of Ryan, they lured you into watching because it subverted your expectations. You didn’t expect Ferrel to be marketing a movie that’s not his. So you kept watching.
5953	129	https://www.youtube.com/watch?v=M3aWvGi9Z3U	Will's pants are made out of my childhood blanket.
5954	130	https://www.youtube.com/watch?v=M3aWvGi9Z3U	It seemed like Jimmy was genuinely surprised...
5955	131	https://www.youtube.com/watch?v=M3aWvGi9Z3U	Will Ferrell literally rolled out of bed to be here.
5956	132	https://www.youtube.com/watch?v=M3aWvGi9Z3U	Ryan is promoting a movie around this time and Will is promoting a television show around this time. Both have a movie together coming out next year. This is such a weird yet creative form of promotion and I love it.
5957	133	https://www.youtube.com/watch?v=M3aWvGi9Z3U	Jimmy Fallon & Jimmy Kimmel writers working together to make this skit happen. Pure genius! 😅👍
5958	134	https://www.youtube.com/watch?v=M3aWvGi9Z3U	I love how he and Ryan switched Jimmys. 😂🤣 👏🏻
5959	135	https://www.youtube.com/watch?v=M3aWvGi9Z3U	does ryan ever show up to anything... I think not
5960	136	https://www.youtube.com/watch?v=M3aWvGi9Z3U	Just been watching the rayan comin' instead of well clip on falon , and bro ..this gotta be one of the greatest cross overs in comedy in general
5961	137	https://www.youtube.com/watch?v=M3aWvGi9Z3U	they funny thing is both will and jimmy born the same year 1967, but will look older than jimmy now haha
5962	138	https://www.youtube.com/watch?v=M3aWvGi9Z3U	Did Ryan made it in at all?
5963	139	https://www.youtube.com/watch?v=M3aWvGi9Z3U	Is will Ferrell entering MCU or something? Then what is this multiverse cross overs 😂
5964	140	https://www.youtube.com/watch?v=M3aWvGi9Z3U	Wills slippers just tie all of this together
5965	141	https://www.youtube.com/watch?v=M3aWvGi9Z3U	Now I'm wondering if instead of swapping the guest.... they might've have swapped the host
5966	142	https://www.youtube.com/watch?v=M3aWvGi9Z3U	Hilarious, Ryan did Jimmy Fallon for Will and Will did Jimmy Kimmel for Ryan 🤣🤣🤣🤣
5967	143	https://www.youtube.com/watch?v=M3aWvGi9Z3U	Hey Will, When's the last time you went to a performance art showing?
5968	144	https://www.youtube.com/watch?v=M3aWvGi9Z3U	Ryan Reynolds shows up on Jimmy Fallon's show lol HAHAHAHA. What have they done
5969	145	https://www.youtube.com/watch?v=M3aWvGi9Z3U	Will and Ryan swapping places is like the Jimmy shows have a multiverse on its own... niceee...
5970	146	https://www.youtube.com/watch?v=M3aWvGi9Z3U	Can we have a sequel to The Other Guys where Ryan Reynolds becomes the third guy?!🙏
5971	147	https://www.youtube.com/watch?v=M3aWvGi9Z3U	Will on Kimmel, Ryan on Fallon..I love it
5972	148	https://www.youtube.com/watch?v=M3aWvGi9Z3U	hells yes! this is awesome just came from watching Jimmy Fallon 🤣
5973	149	https://www.youtube.com/watch?v=M3aWvGi9Z3U	This is on brand for everyone involved.
5974	150	https://www.youtube.com/watch?v=M3aWvGi9Z3U	Where's Ryan? 😂😂
5975	151	https://www.youtube.com/watch?v=M3aWvGi9Z3U	First! Just seen both of these on TV. Interesting play on how they swapped at the last second
5976	152	https://www.youtube.com/watch?v=M3aWvGi9Z3U	Ryan should be in Daddy’s Home 3 (if there ever is one). 😂
5977	153	https://www.youtube.com/watch?v=M3aWvGi9Z3U	Very nice
5978	0	https://www.youtube.com/watch?v=QWt4k3GM6HI	As a Giants fan, I would only do this because it’s a joke.
5979	1	https://www.youtube.com/watch?v=QWt4k3GM6HI	Lol I would be able to do that with the Giants as a Doyers fan, but I could never do that with the Sharks as a Kings fan :o
5980	2	https://www.youtube.com/watch?v=QWt4k3GM6HI	Try this stunt in Boston with Yankees gear, the camera crew would need to be wearing a full suit of armor.
5981	3	https://www.youtube.com/watch?v=QWt4k3GM6HI	And now a bad call by the ump for strike 3 to end it so sad for Giants fans 🧡🖤
5982	4	https://www.youtube.com/watch?v=QWt4k3GM6HI	Wow, they ALL did it. Freaking hilarious. You do that bit in LA and you’ll get shot.
5983	5	https://www.youtube.com/watch?v=QWt4k3GM6HI	As a dodgers fan.. lmaooooo I could never.. Go giants!!! Go home.
5984	6	https://www.youtube.com/watch?v=QWt4k3GM6HI	As a dodger fan, I would never 🤢
5985	7	https://www.youtube.com/watch?v=QWt4k3GM6HI	This for sure fake. They definitely getting paid.
5986	8	https://www.youtube.com/watch?v=QWt4k3GM6HI	No true soccer fan would wear a rivals shirt for a TV bit. Americans sellout so easily. Jeez, what's wrong with them?
5987	9	https://www.youtube.com/watch?v=QWt4k3GM6HI	Been a Red Sox fan all my life! I wouldn’t change it for the world!!! The Red Sox where even in my wedding vows (wife’s a Dodger fan). Let’s go Sox!
5988	10	https://www.youtube.com/watch?v=QWt4k3GM6HI	Now that the Dodgers are down and the series is 2-1, I’m not expecting a lot of laughs from Kimmel and his drones.
5989	11	https://www.youtube.com/watch?v=QWt4k3GM6HI	Dodgers fans are frauds. They hate the Giants but wears 49ers gear LOL
5990	12	https://www.youtube.com/watch?v=QWt4k3GM6HI	I'm from Houston and I bleed Dodger blue since 2019 after I found out about their sign stealing schemes! Go Dodgers! (Or whatever team is hot now.)
5991	13	https://www.youtube.com/watch?v=QWt4k3GM6HI	These aren’t real Giants fans it’s gotta be scripted…I wanna see the b roll where the people they asked refused…I know it exists 😂
5992	14	https://www.youtube.com/watch?v=QWt4k3GM6HI	"These are ""Giants"" fans just like Jimmy Kimmel is funny."
5993	15	https://www.youtube.com/watch?v=QWt4k3GM6HI	This Yankees fan would NEVER do that for the Mets
5994	16	https://www.youtube.com/watch?v=QWt4k3GM6HI	These are really Dodger fans impersonating Giants fans. No self respecting Giants fan would put anything Dodgers on their person.
5995	17	https://www.youtube.com/watch?v=QWt4k3GM6HI	OH man this is soooooooo funny!!!!!
5996	18	https://www.youtube.com/watch?v=QWt4k3GM6HI	FAKE! These are all paid actors. There is no way would any real Giants fans would do this. Do better Jimmy! GO GIANTS!!!
5997	19	https://www.youtube.com/watch?v=QWt4k3GM6HI	It’s ok. I walk around SF in dodgers shirts, and when I go to LA, I wear giants shirts. Just funny to me
5998	20	https://www.youtube.com/watch?v=QWt4k3GM6HI	No REAL Giants fans would ever put on Dodgers gear, gross 🤢 I'd be just as reluctant as the last girl LMAO
5999	21	https://www.youtube.com/watch?v=QWt4k3GM6HI	😀😃😄😁😆🥲🤣😂😅😂🤣🤣😂😂😂🤣🤣🤣 Take that SUCKERS, I cant stop laughing at this, no matter from what angle you see it in. Awesome awesome awesome, Viva Los Angeles, Go Dodger Blue.
6000	22	https://www.youtube.com/watch?v=QWt4k3GM6HI	I understand this is probably fake and the people are getting paid. But as a diehard Giants fan I would never touch anything with a Dodgers symbol.
6001	23	https://www.youtube.com/watch?v=QWt4k3GM6HI	"I actually yelled ""Nooooooooooo!"" at my screen when that last girl showed up ""wearing"" the Dodgers shirt. And she was going so strong up until then! Her passion and commitment actually made me want to be a Giants fan. Now, I don't know how I feel. 🤷‍♂️😉"
6002	24	https://www.youtube.com/watch?v=QWt4k3GM6HI	This is a reminder how easy it is to do something unimaginable where other people around you feel super chill about it, and when they seem respected. Unless you practice saying ‘no’ on daily basis.
6003	25	https://www.youtube.com/watch?v=QWt4k3GM6HI	I love it! This video exposes how WACK SF is. Way too many implants. Lmao
6004	26	https://www.youtube.com/watch?v=QWt4k3GM6HI	I feel the same way about the NY Giants; easily swayed bc what the entire hell are they even doing?
6005	27	https://www.youtube.com/watch?v=QWt4k3GM6HI	If the blonde chick is such a big Giants fan, then why would she wear 1989 World Series Gear? The A's swept the Giants in that World Series!
6006	28	https://www.youtube.com/watch?v=QWt4k3GM6HI	Did they at least get paid to be traitors?
6007	29	https://www.youtube.com/watch?v=QWt4k3GM6HI	Watching these people lie so easily just to get on television makes it easy to see how trump could get people to lie about him.
6008	30	https://www.youtube.com/watch?v=QWt4k3GM6HI	I’m a sf giants and no way in hell Would I do this for tv . Funny though fake fans 🤣🤣🤣
6009	31	https://www.youtube.com/watch?v=QWt4k3GM6HI	This would never happen. I now know that they paid Dodgers fans to put on Giant's gear and then switch back.
6010	32	https://www.youtube.com/watch?v=QWt4k3GM6HI	I'm fan of the blond sweet heart. She's hot 🥰🤤
6011	33	https://www.youtube.com/watch?v=QWt4k3GM6HI	Only JESUS can be Trusted💯 ☝🏾👍🏾😂
6012	34	https://www.youtube.com/watch?v=QWt4k3GM6HI	Sports line, what's the over under on how many times the hot girl had plastic surgery?
6013	35	https://www.youtube.com/watch?v=QWt4k3GM6HI	Lol
6014	36	https://www.youtube.com/watch?v=QWt4k3GM6HI	First
6015	0	https://www.youtube.com/watch?v=s323wdjE02Q	Paul Bettany can play Alexei Navalny in his biopic.
6016	1	https://www.youtube.com/watch?v=s323wdjE02Q	Do not trust MSM or talk shows to provide you with truth. Because a critical thinker and do your homework.
6017	2	https://www.youtube.com/watch?v=s323wdjE02Q	one was a Hulk's ex crush, and the other one is a Scarlet Witch's dead boyfriend...
6018	3	https://www.youtube.com/watch?v=s323wdjE02Q	Paul Bettany is So.... LUCKY!!!!!! She's STUNNING!
6019	4	https://www.youtube.com/watch?v=s323wdjE02Q	There was a time when Jenifer use to be interviewed and no one cared to ask her about her husband.
6020	5	https://www.youtube.com/watch?v=s323wdjE02Q	"I saw the film ""Snowpiercer."" It was good but SO sadistic...ugggh. I could not go through the series."
6021	6	https://www.youtube.com/watch?v=s323wdjE02Q	she's soooo incredible in snowpiercer love her
6022	7	https://www.youtube.com/watch?v=s323wdjE02Q	"That should be a skit on the show, ""Tom Cruise vs Ted Cruz - Which has the Better Stunts"" then compare Cruise's movie stunts to Ted Cruz's political stunts."
6023	8	https://www.youtube.com/watch?v=s323wdjE02Q	She is one of the most stunning beauty's in hol4
6024	9	https://www.youtube.com/watch?v=s323wdjE02Q	The most beautiful woman to ever walk the face of the Earth.
6025	10	https://www.youtube.com/watch?v=s323wdjE02Q	I envy Paul ....His real and fake wife are gorgeous
6026	11	https://www.youtube.com/watch?v=s323wdjE02Q	Even at 50, still hot. Had the biggest crush on her when I was younger, she was such a flirt.
6027	12	https://www.youtube.com/watch?v=s323wdjE02Q	Canadian here. Snow caves can collapse anytime and are extremely dangerous.
6028	13	https://www.youtube.com/watch?v=s323wdjE02Q	So Paul Is In America With His Family sooo.... vision is gonna die huh? Because Elizabeth Olsen is in London Right now to do Multiverse of madness
6029	14	https://www.youtube.com/watch?v=s323wdjE02Q	Paul Bettany swung way out of his league and hit a homerun
6030	15	https://www.youtube.com/watch?v=s323wdjE02Q	"""Gardening in the basement"" = okay, so what you're saying is Paul is growing Vision's Kush down there, got it."
6031	16	https://www.youtube.com/watch?v=s323wdjE02Q	The fact that Jennifer also has a stone on her forehead in *Alita* can’t just be a coincidence!
6032	17	https://www.youtube.com/watch?v=s323wdjE02Q	I wonder how Paul would compare voting in the USA to voting in a civilized country...
6033	18	https://www.youtube.com/watch?v=s323wdjE02Q	Gardening with Agnes in the basement. Say no more. Mephisto confirmed.
6034	19	https://www.youtube.com/watch?v=s323wdjE02Q	Wish she’d return as Betty Ross in the MCU.
6035	20	https://www.youtube.com/watch?v=s323wdjE02Q	We skated in our basement as kids, until the deep freezer cord accidentally became unplugged and ruined a whole beef. OOPS
6036	21	https://www.youtube.com/watch?v=s323wdjE02Q	90s Jennifer Connelly was one of the most beautiful women in the world and she still is one of the most beautiful women in the world
6037	22	https://www.youtube.com/watch?v=s323wdjE02Q	THAT SNEAK PEAK WAS EVERYTHING. THAT MEANS MELANIE MAKES IT BACK ON SNOWPIERCER AND HAS ALEX ON HER SIDE.
6038	23	https://www.youtube.com/watch?v=s323wdjE02Q	Qui in Italia la conosciamo perchè ha recitato con Dario Argento, ma comunque ha di fronte a sè una carriera internazionale, anche perchè ha recitato assieme a David Bowie! Here in Italy we know her because she acted with Dario Argento, but she has an international career ahead of her, also because she acted together with David Bowie!
6039	24	https://www.youtube.com/watch?v=s323wdjE02Q	Ironic, their daughter's name is Agnes
6040	25	https://www.youtube.com/watch?v=s323wdjE02Q	Holy smokes! She's just gets more gorgeous as she ages.
6041	26	https://www.youtube.com/watch?v=s323wdjE02Q	51 years old...I remember Jennifer in Labyrinth (1986) when she was 15. 😳
6042	27	https://www.youtube.com/watch?v=s323wdjE02Q	They both killing it with snowpiercer and wandavision 😍
6043	28	https://www.youtube.com/watch?v=s323wdjE02Q	I have to admit that in Labyrinth she was really pretty.
6044	29	https://www.youtube.com/watch?v=s323wdjE02Q	She looks like a totally different person than she did in her younger years, but still manages to be incredibly hot... unfair.
6045	30	https://www.youtube.com/watch?v=s323wdjE02Q	“Paul’s been gardening with Agnes in the basement” Is that a WandaVision spoiler?
6046	0	https://www.youtube.com/watch?v=6fGEtOzBQao	I loved her in 'Oscar', she plays Lisa, the daughter of Sly Stallone's character, Snaps Provolone, a mafia boss.
6047	1	https://www.youtube.com/watch?v=6fGEtOzBQao	had a crush on her since Cousin Vinnie and it's never gone away, she's still a knockout with a vibrant shining personality
6048	2	https://www.youtube.com/watch?v=6fGEtOzBQao	She aged like a fine wine. Love how she keeps eating during the interview
6049	3	https://www.youtube.com/watch?v=6fGEtOzBQao	Wait... So Melissa Tomei, Lisa Bonet, Jason Mamoa, Zoe Kravitz, and Lenny Kravitz all hang out and have dinners together? That's too many attractive people in one place.
6050	4	https://www.youtube.com/watch?v=6fGEtOzBQao	My Cousin Vinny is a classic. Hope it's get inducted in National Film Registry. She did a great job playing Aunt May. Too bad she died.
6051	5	https://www.youtube.com/watch?v=6fGEtOzBQao	So let me get this straight… Zoe Kravitz is the daughter of Lisa Bonet and Lenny Kravitz, step-daughter of Jason Momoa, goddaughter of Marisa Tomei and Cree Summer, girlfriend of Channing Tatum, a distant relative of Al Roker AND CATWOMAN? Holy shit she’s got it all 😭😂
6052	6	https://www.youtube.com/watch?v=6fGEtOzBQao	I didn't know Marisa Tomei was Zoe Kravitz's godmother
6053	7	https://www.youtube.com/watch?v=6fGEtOzBQao	She's 57!!! 57!!! Like whaaaaat?!!!??
6054	8	https://www.youtube.com/watch?v=6fGEtOzBQao	Cant believe this beautiful woman is 57 years old!! I seriously thought she was 30+ years old in spiderman
6055	9	https://www.youtube.com/watch?v=6fGEtOzBQao	She’s the definition of aging like fine wine! Simply beautiful, there’s a video she did for Vogue, I believe about make up tips. She has no make up at all at the beginning of the video n she looks exactly the same. #naturalbeauty
6056	10	https://www.youtube.com/watch?v=6fGEtOzBQao	"i cant read ""Marisa Tomei"" name without having George Costanza voice saying it in my head. Yes i binge Seinfeld quite recently."
6057	11	https://www.youtube.com/watch?v=6fGEtOzBQao	She’s my favorite Aunt May.
6058	12	https://www.youtube.com/watch?v=6fGEtOzBQao	Say what you want about Jimmy but he knows how to treat her female guests I love him🥺😍
6059	13	https://www.youtube.com/watch?v=6fGEtOzBQao	If you don't love Marisa Tomei, I don't think I can trust you.
6060	14	https://www.youtube.com/watch?v=6fGEtOzBQao	She won’t spoil anything because she knows that with great power comes great responsibility
6061	15	https://www.youtube.com/watch?v=6fGEtOzBQao	Tomei has aged very well and gratuitously as in wow, she’s still looks young and beautiful.
6062	16	https://www.youtube.com/watch?v=6fGEtOzBQao	This confirms that laughing is the key of aging young !
6063	17	https://www.youtube.com/watch?v=6fGEtOzBQao	She is 57!!!!!
6064	18	https://www.youtube.com/watch?v=6fGEtOzBQao	I love that she actually kept eating the sandwich. Anytime a guest gets food on a talk show like this, they take a little bite and never touch it again.
6065	19	https://www.youtube.com/watch?v=6fGEtOzBQao	57 years old and she looks almost half her age. So youthful.
6066	20	https://www.youtube.com/watch?v=6fGEtOzBQao	I love it!!! She keeps nibbling away at the sandwich throughout the interview. That’s cool!!!
6067	21	https://www.youtube.com/watch?v=6fGEtOzBQao	Being able to hang out with celebs and put on a comedy news routine for a crowd seems like it would be one of the best jobs ever.
6068	22	https://www.youtube.com/watch?v=6fGEtOzBQao	Both Marisa and Ralph Macchio found the secret to eternal youth
6069	23	https://www.youtube.com/watch?v=6fGEtOzBQao	Props to the Roots for playing the real Spider Man song as the walkout song! Wishing they had included it in this clip! :)
6070	24	https://www.youtube.com/watch?v=6fGEtOzBQao	She's still going to be just as hot at 60... imagine that
6071	25	https://www.youtube.com/watch?v=6fGEtOzBQao	"I knew May was alive, Peter Said ""We're okay""...here she is doing interviews😅"
6072	26	https://www.youtube.com/watch?v=6fGEtOzBQao	I love love love her...she is so relatable n seems so kind n absolutely stunning she looks younger here than in My Cousin Vinny which btw is one of my favz
6073	27	https://www.youtube.com/watch?v=6fGEtOzBQao	She probably doesn't care but she doesn't have to, she just needs to understand her character.
6074	28	https://www.youtube.com/watch?v=6fGEtOzBQao	Did she like the sandwich?!
6075	29	https://www.youtube.com/watch?v=6fGEtOzBQao	I can't wait for Spider-Man to come out in theaters
6076	30	https://www.youtube.com/watch?v=6fGEtOzBQao	I would love to try that sandwich! I've always dreamed of eating Marisa Tomei!!
6077	31	https://www.youtube.com/watch?v=6fGEtOzBQao	How old is she? i assumed mid 30s?? but ovbs not haha
6078	32	https://www.youtube.com/watch?v=6fGEtOzBQao	I absolutely 💯 love Marisa Tomei.
6079	33	https://www.youtube.com/watch?v=6fGEtOzBQao	Weirdly, Sally Field’s Aunt May was one of my first crushes. The night Ben didn’t back, I was ready to hit that sack. Note, I was like 14, but I don’t think she could’ve resisted my ability to make S’mores with S’mores Pop tarts, and do a Kickflip.
6080	34	https://www.youtube.com/watch?v=6fGEtOzBQao	aging like wine
6081	35	https://www.youtube.com/watch?v=6fGEtOzBQao	With great power comes great responsibility
6082	36	https://www.youtube.com/watch?v=6fGEtOzBQao	Too Bad the studio execs had to cave in to p.p.'s selfish insecurities and have this Pretty Lady Killed (as collateral damage).. 😐🙄🙄🙄🤦‍♂️🤦‍♀️
6083	37	https://www.youtube.com/watch?v=6fGEtOzBQao	So catwoman’s godmother is also spiderman’s aunt…lol
6084	38	https://www.youtube.com/watch?v=6fGEtOzBQao	She played one of the best performances and female/feminine characters in My Cousin Vinny. Not to mention she will never not be stunning… And so sweet! P.S. I added feminine because it wasn’t just one of the best female performances, but one of the best performances of that early 90’s era. Her femininity just knocks it up even a few more notches…
6085	39	https://www.youtube.com/watch?v=6fGEtOzBQao	she is such a ray of sunshine and her personality is so fun! i love her :)
6086	40	https://www.youtube.com/watch?v=6fGEtOzBQao	Everyone’s Aunt May!
6087	41	https://www.youtube.com/watch?v=6fGEtOzBQao	She looks younger than ever
6088	0	https://www.youtube.com/watch?v=s8rpnun8D7k	I've been wanting to buy the graphic novel but I'm broke :/
6089	0	https://www.youtube.com/watch?v=6-oQlSgLiFw	Jimmy looked annoyed after he used the f word again
6090	1	https://www.youtube.com/watch?v=6-oQlSgLiFw	i can see why fuck is censored but balls are you kidding me lmao. it's a late night show not some morning show that kids watch
6091	2	https://www.youtube.com/watch?v=6-oQlSgLiFw	I'm so abessed with ZAC EFRON😍😍💍👌💎🙌👏💯😭🙏
6092	3	https://www.youtube.com/watch?v=6-oQlSgLiFw	Did Zac and Sami break up??
6093	4	https://www.youtube.com/watch?v=6-oQlSgLiFw	Cmon every kid is cursing and watching porn nowadays why did you censor that?
6094	5	https://www.youtube.com/watch?v=6-oQlSgLiFw	10/10 would go gay!
6095	6	https://www.youtube.com/watch?v=6-oQlSgLiFw	I'm a straight dude but he's like the only guy in the world that I can say is attractive with 100% confidence.
6096	7	https://www.youtube.com/watch?v=6-oQlSgLiFw	Fallon is a little bitch about language
6097	8	https://www.youtube.com/watch?v=6-oQlSgLiFw	"Zac Efron saying ""Fuck"" & ""Balls"" or taking off his shirt, isn't okay?! Don't be fuck, Jimmy Fallon! The kids these days are watching The Kardashians & Donald Trump. The F-word is the least of worries in America. That's why Ellen & Wendy Williams (from America) and James Corden & Graham Norton (from the U.K.) are better Talk shows/hosts."
6098	9	https://www.youtube.com/watch?v=6-oQlSgLiFw	Zac Efron has turned into such a good damn actor! Did not expect that from his teenage bullshit movie days but he is awesome
6099	10	https://www.youtube.com/watch?v=6-oQlSgLiFw	I feel like jimmy says every movie he's seen has been his favorite movie he's seen in a while
6100	11	https://www.youtube.com/watch?v=6-oQlSgLiFw	Zac is so magical
6101	12	https://www.youtube.com/watch?v=6-oQlSgLiFw	Zac Effron is like the Ruby Rose for the male community. They're always making you question your sexuality😒
6102	13	https://www.youtube.com/watch?v=6-oQlSgLiFw	Jimmy is a great host but he interrupts sooo much. I always want to hear what the celebrities have to say !!
6103	14	https://www.youtube.com/watch?v=6-oQlSgLiFw	"Zac: ""I idolize Seth he's my hero."" Me: ""Why?"" hahaha"
6104	15	https://www.youtube.com/watch?v=6-oQlSgLiFw	He makes me question my sexuality
6105	16	https://www.youtube.com/watch?v=6-oQlSgLiFw	He's not a very good actor, But he seems like a really nice guy.
6106	17	https://www.youtube.com/watch?v=6-oQlSgLiFw	I loveee him since Troy Bolton❤️
6107	18	https://www.youtube.com/watch?v=6-oQlSgLiFw	"I love how ""cursing"" on TV is such a big deal in America while F-bombs and all sorts are being thrown all over the place on British talk shows. Haha"
6108	19	https://www.youtube.com/watch?v=6-oQlSgLiFw	You can´t curse at 11 pm. Men, that sucks!
6109	20	https://www.youtube.com/watch?v=6-oQlSgLiFw	He would make all the guys want to be gay
6110	21	https://www.youtube.com/watch?v=6-oQlSgLiFw	I'm the straightest guy you will ever see but zac is fuckin georgous for a guy
6111	22	https://www.youtube.com/watch?v=6-oQlSgLiFw	wow he's attractive
6112	23	https://www.youtube.com/watch?v=6-oQlSgLiFw	Why is it a crime to swear on this show? They just blank it out anyway..
6113	24	https://www.youtube.com/watch?v=6-oQlSgLiFw	This cant be the same guy from High school musical....right?
6114	25	https://www.youtube.com/watch?v=6-oQlSgLiFw	fuck that he is hotttttttt
6115	26	https://www.youtube.com/watch?v=6-oQlSgLiFw	ibnjd9uocjndk zac efron is just perf.
6116	27	https://www.youtube.com/watch?v=6-oQlSgLiFw	I don't know why, but Zac was SO cute when he apologized...
6117	28	https://www.youtube.com/watch?v=6-oQlSgLiFw	I clicked on this video hoping zac would actually take of his shirt, not talking about taking his shirt off, lol.
6118	29	https://www.youtube.com/watch?v=6-oQlSgLiFw	Most of the Disney stars have gone on to singing instead of acting like Selena or Miley. He is one of the few to actually stay in acting. If I have to pick a star who is actually doing productive acting and not making a fool of themselves, it would either be him or Emily Osment.
6119	30	https://www.youtube.com/watch?v=6-oQlSgLiFw	I wish i had zac's power of turning straight men gay
6120	31	https://www.youtube.com/watch?v=6-oQlSgLiFw	What is it that Jimmy is always writing during the talk?
6121	32	https://www.youtube.com/watch?v=6-oQlSgLiFw	Wow he cursed on tv. Shocking! Outrageous!! Mind blowing!!!
6122	33	https://www.youtube.com/watch?v=6-oQlSgLiFw	Do people not get that jimmy was JOKINGLY about the cursing thing? Lol why are people taking him so serious. We all know jimmy doesn't care.
6123	34	https://www.youtube.com/watch?v=6-oQlSgLiFw	This proves that Jimmy Fallon is amazing at what he does. He at first joked about Zac's swearing, but he noticed that Zac seemed kind of uncomfortable and embarrassed for doing this, so he cursed too, to make Zac feel better about it. Notice how relieved Zac looked after Jimmy did this! What an amazing guy.
6124	35	https://www.youtube.com/watch?v=6-oQlSgLiFw	THE GAY TENSION IN THIS IS REAL
6125	36	https://www.youtube.com/watch?v=6-oQlSgLiFw	zac's got a potty mouth
